date,tag,trend_score
2018-02-02,plus,82
2018-02-03,plus,80
2018-02-04,plus,79
2018-02-05,plus,76
2018-02-06,plus,83
2018-02-07,plus,81
2018-02-08,plus,81
2018-02-09,plus,84
2018-02-10,plus,79
2018-02-11,plus,84
2018-02-12,plus,79
2018-02-13,plus,79
2018-02-14,plus,78
2018-02-15,plus,83
2018-02-16,plus,84
2018-02-17,plus,87
2018-02-18,plus,80
2018-02-19,plus,80
2018-02-20,plus,81
2018-02-21,plus,78
2018-02-22,plus,85
2018-02-23,plus,80
2018-02-24,plus,87
2018-02-25,plus,82
2018-02-26,plus,88
2018-02-27,plus,85
2018-02-28,plus,85
2018-03-01,plus,87
2018-03-02,plus,87
2018-03-03,plus,85
2018-03-04,plus,85
2018-03-05,plus,81
2018-03-06,plus,82
2018-03-07,plus,84
2018-03-08,plus,82
2018-03-09,plus,82
2018-03-10,plus,84
2018-03-11,plus,82
2018-03-12,plus,82
2018-03-13,plus,80
2018-03-14,plus,83
2018-03-15,plus,83
2018-03-16,plus,82
2018-03-17,plus,86
2018-03-18,plus,89
2018-03-19,plus,80
2018-03-20,plus,80
2018-03-21,plus,81
2018-03-22,plus,80
2018-03-23,plus,79
2018-03-24,plus,79
2018-03-25,plus,85
2018-03-26,plus,81
2018-03-27,plus,82
2018-03-28,plus,88
2018-03-29,plus,86
2018-03-30,plus,85
2018-03-31,plus,82
2018-04-01,plus,82
2018-04-02,plus,84
2018-04-03,plus,84
2018-04-04,plus,83
2018-04-05,plus,83
2018-04-06,plus,79
2018-04-07,plus,84
2018-04-08,plus,79
2018-04-09,plus,80
2018-04-10,plus,82
2018-04-11,plus,81
2018-04-12,plus,79
2018-04-13,plus,81
2018-04-14,plus,83
2018-04-15,plus,82
2018-04-16,plus,78
2018-04-17,plus,80
2018-04-18,plus,79
2018-04-19,plus,81
2018-04-20,plus,79
2018-04-21,plus,81
2018-04-22,plus,81
2018-04-23,plus,83
2018-04-24,plus,79
2018-04-25,plus,79
2018-04-26,plus,79
2018-04-27,plus,76
2018-04-28,plus,79
2018-04-29,plus,79
2018-04-30,plus,81
2018-05-01,plus,80
2018-05-02,plus,81
2018-05-03,plus,81
2018-05-04,plus,80
2018-05-05,plus,76
2018-05-06,plus,85
2018-05-07,plus,79
2018-05-08,plus,81
2018-05-09,plus,81
2018-05-10,plus,90
2018-05-11,plus,83
2018-05-12,plus,81
2018-05-13,plus,82
2018-05-14,plus,80
2018-05-15,plus,82
2018-05-16,plus,84
2018-05-17,plus,85
2018-05-18,plus,84
2018-05-19,plus,81
2018-05-20,plus,84
2018-05-21,plus,83
2018-05-22,plus,84
2018-05-23,plus,84
2018-05-24,plus,82
2018-05-25,plus,79
2018-05-26,plus,84
2018-05-27,plus,87
2018-05-28,plus,87
2018-05-29,plus,87
2018-05-30,plus,88
2018-05-31,plus,87
2018-06-01,plus,80
2018-06-02,plus,84
2018-06-03,plus,84
2018-06-04,plus,81
2018-06-05,plus,82
2018-06-06,plus,80
2018-06-07,plus,79
2018-06-08,plus,80
2018-06-09,plus,83
2018-06-10,plus,87
2018-06-11,plus,82
2018-06-12,plus,86
2018-06-13,plus,85
2018-06-14,plus,80
2017-11-14,powers,40
2017-11-15,powers,41
2017-11-16,powers,40
2017-11-17,powers,38
2017-11-18,powers,34
2017-11-19,powers,38
2017-11-20,powers,37
2017-11-21,powers,35
2017-11-22,powers,32
2017-11-23,powers,28
2017-11-24,powers,29
2017-11-25,powers,33
2017-11-26,powers,37
2017-11-27,powers,41
2017-11-28,powers,42
2017-11-29,powers,42
2017-11-30,powers,42
2017-12-01,powers,43
2017-12-02,powers,32
2017-12-03,powers,37
2017-12-04,powers,41
2017-12-05,powers,42
2017-12-06,powers,41
2017-12-07,powers,46
2017-12-08,powers,42
2017-12-09,powers,35
2017-12-10,powers,35
2017-12-11,powers,40
2017-12-12,powers,43
2017-12-13,powers,46
2017-12-14,powers,44
2017-12-15,powers,41
2017-12-16,powers,35
2017-12-17,powers,35
2017-12-18,powers,37
2017-12-19,powers,38
2017-12-20,powers,38
2017-12-21,powers,34
2017-12-22,powers,30
2017-12-23,powers,30
2017-12-24,powers,31
2017-12-25,powers,30
2017-12-26,powers,29
2017-12-27,powers,31
2017-12-28,powers,31
2017-12-29,powers,32
2017-12-30,powers,36
2017-12-31,powers,34
2018-01-01,powers,36
2018-01-02,powers,32
2018-01-03,powers,34
2018-01-04,powers,33
2018-01-05,powers,37
2018-01-06,powers,38
2018-01-07,powers,33
2018-01-08,powers,36
2018-01-09,powers,37
2018-01-10,powers,39
2018-01-11,powers,40
2018-01-12,powers,36
2018-01-13,powers,34
2018-01-14,powers,32
2018-01-15,powers,31
2018-01-16,powers,34
2018-01-17,powers,39
2018-01-18,powers,39
2018-01-19,powers,42
2018-01-20,powers,34
2018-01-21,powers,34
2018-01-22,powers,38
2018-01-23,powers,39
2018-01-24,powers,40
2018-01-25,powers,41
2018-01-26,powers,42
2018-01-27,powers,32
2018-01-28,powers,32
2018-01-29,powers,39
2018-01-30,powers,45
2018-01-31,powers,40
2018-02-01,powers,43
2018-02-02,powers,40
2018-02-03,powers,35
2018-02-04,powers,34
2018-02-05,powers,40
2018-02-06,powers,41
2018-02-07,powers,40
2018-02-08,powers,46
2018-02-09,powers,39
2018-02-10,powers,36
2018-02-11,powers,36
2018-02-12,powers,43
2018-02-13,powers,43
2018-02-14,powers,43
2018-02-15,powers,41
2018-02-16,powers,37
2018-02-17,powers,34
2018-02-18,powers,34
2018-02-19,powers,37
2018-02-20,powers,42
2018-02-21,powers,41
2018-02-22,powers,44
2018-02-23,powers,42
2018-02-24,powers,35
2018-02-25,powers,36
2018-02-26,powers,41
2018-02-27,powers,41
2018-02-28,powers,41
2018-03-01,powers,41
2018-03-02,powers,40
2018-03-03,powers,32
2018-03-04,powers,35
2018-03-05,powers,42
2018-03-06,powers,42
2018-03-07,powers,43
2018-03-08,powers,45
2018-03-09,powers,45
2018-03-10,powers,35
2018-03-11,powers,38
2018-03-12,powers,38
2018-03-13,powers,40
2018-03-14,powers,40
2018-03-15,powers,37
2018-03-16,powers,37
2018-03-17,powers,36
2018-03-18,powers,35
2018-03-19,powers,42
2018-03-20,powers,41
2018-03-21,powers,39
2018-03-22,powers,41
2018-03-23,powers,39
2018-03-24,powers,34
2018-03-25,powers,34
2018-03-26,powers,38
2018-03-27,powers,38
2018-03-28,powers,38
2018-03-29,powers,38
2018-03-30,powers,34
2018-03-31,powers,32
2018-04-01,powers,32
2018-04-02,powers,39
2018-04-03,powers,39
2018-04-04,powers,36
2018-04-05,powers,41
2018-04-06,powers,41
2018-04-07,powers,35
2018-04-08,powers,35
2018-04-09,powers,42
2018-04-10,powers,46
2018-04-11,powers,41
2018-04-12,powers,40
2018-04-13,powers,40
2018-04-14,powers,43
2018-04-15,powers,38
2018-04-16,powers,42
2018-04-17,powers,50
2018-04-18,powers,43
2018-04-19,powers,45
2018-04-20,powers,38
2018-04-21,powers,61
2018-04-22,powers,100
2018-04-23,powers,60
2018-04-24,powers,53
2018-04-25,powers,53
2018-04-26,powers,51
2018-04-27,powers,56
2018-04-28,powers,69
2018-04-29,powers,77
2018-04-30,powers,76
2018-05-01,powers,76
2018-05-02,powers,61
2018-05-03,powers,57
2018-05-04,powers,52
2018-05-05,powers,45
2018-05-06,powers,49
2018-05-07,powers,61
2018-05-08,powers,48
2018-05-09,powers,48
2018-05-10,powers,49
2018-05-11,powers,43
2018-05-12,powers,38
2018-05-13,powers,42
2018-05-14,powers,44
2018-05-15,powers,40
2018-05-16,powers,40
2018-05-17,powers,41
2018-05-18,powers,37
2018-05-19,powers,35
2018-05-20,powers,37
2018-05-21,powers,43
2018-05-22,powers,42
2018-05-23,powers,37
2018-05-24,powers,38
2018-05-25,powers,36
2018-05-26,powers,34
2018-05-27,powers,37
2018-05-28,powers,31
2018-05-29,powers,36
2018-05-30,powers,35
2018-05-31,powers,34
2018-06-01,powers,36
2018-06-02,powers,36
2018-06-03,powers,34
2018-06-04,powers,32
2018-06-05,powers,32
2018-06-06,powers,33
2018-06-07,powers,33
2018-06-08,powers,33
2018-06-09,powers,33
2018-06-10,powers,35
2018-06-11,powers,33
2018-06-12,powers,33
2018-06-13,powers,31
2018-06-14,powers,31
2017-11-14,productions,95
2017-11-15,productions,96
2017-11-16,productions,92
2017-11-17,productions,90
2017-11-18,productions,72
2017-11-19,productions,72
2017-11-20,productions,89
2017-11-21,productions,88
2017-11-22,productions,88
2017-11-23,productions,73
2017-11-24,productions,69
2017-11-25,productions,66
2017-11-26,productions,67
2017-11-27,productions,92
2017-11-28,productions,91
2017-11-29,productions,89
2017-11-30,productions,92
2017-12-01,productions,83
2017-12-02,productions,75
2017-12-03,productions,73
2017-12-04,productions,88
2017-12-05,productions,91
2017-12-06,productions,88
2017-12-07,productions,85
2017-12-08,productions,89
2017-12-09,productions,73
2017-12-10,productions,69
2017-12-11,productions,83
2017-12-12,productions,87
2017-12-13,productions,87
2017-12-14,productions,89
2017-12-15,productions,82
2017-12-16,productions,71
2017-12-17,productions,69
2017-12-18,productions,77
2017-12-19,productions,82
2017-12-20,productions,86
2017-12-21,productions,81
2017-12-22,productions,71
2017-12-23,productions,61
2017-12-24,productions,54
2017-12-25,productions,54
2017-12-26,productions,62
2017-12-27,productions,67
2017-12-28,productions,71
2017-12-29,productions,73
2017-12-30,productions,69
2017-12-31,productions,71
2018-01-01,productions,62
2018-01-02,productions,79
2018-01-03,productions,85
2018-01-04,productions,86
2018-01-05,productions,91
2018-01-06,productions,75
2018-01-07,productions,75
2018-01-08,productions,96
2018-01-09,productions,97
2018-01-10,productions,93
2018-01-11,productions,100
2018-01-12,productions,95
2018-01-13,productions,74
2018-01-14,productions,74
2018-01-15,productions,87
2018-01-16,productions,89
2018-01-17,productions,94
2018-01-18,productions,95
2018-01-19,productions,95
2018-01-20,productions,78
2018-01-21,productions,81
2018-01-22,productions,95
2018-01-23,productions,94
2018-01-24,productions,98
2018-01-25,productions,89
2018-01-26,productions,90
2018-01-27,productions,75
2018-01-28,productions,77
2018-01-29,productions,94
2018-01-30,productions,93
2018-01-31,productions,93
2018-02-01,productions,94
2018-02-02,productions,92
2018-02-03,productions,71
2018-02-04,productions,72
2018-02-05,productions,92
2018-02-06,productions,97
2018-02-07,productions,94
2018-02-08,productions,95
2018-02-09,productions,89
2018-02-10,productions,71
2018-02-11,productions,72
2018-02-12,productions,94
2018-02-13,productions,92
2018-02-14,productions,88
2018-02-15,productions,84
2018-02-16,productions,86
2018-02-17,productions,72
2018-02-18,productions,70
2018-02-19,productions,86
2018-02-20,productions,93
2018-02-21,productions,94
2018-02-22,productions,94
2018-02-23,productions,83
2018-02-24,productions,73
2018-02-25,productions,69
2018-02-26,productions,94
2018-02-27,productions,93
2018-02-28,productions,88
2018-03-01,productions,88
2018-03-02,productions,86
2018-03-03,productions,71
2018-03-04,productions,73
2018-03-05,productions,90
2018-03-06,productions,89
2018-03-07,productions,95
2018-03-08,productions,88
2018-03-09,productions,90
2018-03-10,productions,74
2018-03-11,productions,70
2018-03-12,productions,90
2018-03-13,productions,90
2018-03-14,productions,93
2018-03-15,productions,92
2018-03-16,productions,80
2018-03-17,productions,73
2018-03-18,productions,73
2018-03-19,productions,92
2018-03-20,productions,90
2018-03-21,productions,90
2018-03-22,productions,90
2018-03-23,productions,82
2018-03-24,productions,69
2018-03-25,productions,69
2018-03-26,productions,88
2018-03-27,productions,91
2018-03-28,productions,93
2018-03-29,productions,88
2018-03-30,productions,79
2018-03-31,productions,69
2018-04-01,productions,63
2018-04-02,productions,85
2018-04-03,productions,94
2018-04-04,productions,91
2018-04-05,productions,92
2018-04-06,productions,92
2018-04-07,productions,72
2018-04-08,productions,73
2018-04-09,productions,92
2018-04-10,productions,93
2018-04-11,productions,93
2018-04-12,productions,92
2018-04-13,productions,87
2018-04-14,productions,75
2018-04-15,productions,73
2018-04-16,productions,90
2018-04-17,productions,92
2018-04-18,productions,93
2018-04-19,productions,89
2018-04-20,productions,85
2018-04-21,productions,67
2018-04-22,productions,66
2018-04-23,productions,92
2018-04-24,productions,86
2018-04-25,productions,88
2018-04-26,productions,85
2018-04-27,productions,85
2018-04-28,productions,67
2018-04-29,productions,67
2018-04-30,productions,90
2018-05-01,productions,89
2018-05-02,productions,90
2018-05-03,productions,83
2018-05-04,productions,84
2018-05-05,productions,68
2018-05-06,productions,65
2018-05-07,productions,84
2018-05-08,productions,87
2018-05-09,productions,89
2018-05-10,productions,84
2018-05-11,productions,81
2018-05-12,productions,66
2018-05-13,productions,64
2018-05-14,productions,94
2018-05-15,productions,92
2018-05-16,productions,89
2018-05-17,productions,82
2018-05-18,productions,80
2018-05-19,productions,63
2018-05-20,productions,69
2018-05-21,productions,86
2018-05-22,productions,91
2018-05-23,productions,89
2018-05-24,productions,85
2018-05-25,productions,78
2018-05-26,productions,61
2018-05-27,productions,66
2018-05-28,productions,71
2018-05-29,productions,87
2018-05-30,productions,84
2018-05-31,productions,88
2018-06-01,productions,80
2018-06-02,productions,72
2018-06-03,productions,73
2018-06-04,productions,84
2018-06-05,productions,87
2018-06-06,productions,84
2018-06-07,productions,80
2018-06-08,productions,80
2018-06-09,productions,68
2018-06-10,productions,68
2018-06-11,productions,86
2018-06-12,productions,95
2018-06-13,productions,91
2018-06-14,productions,86
2017-11-14,promo,49
2017-11-15,promo,51
2017-11-16,promo,49
2017-11-17,promo,57
2017-11-18,promo,57
2017-11-19,promo,55
2017-11-20,promo,57
2017-11-21,promo,54
2017-11-22,promo,56
2017-11-23,promo,68
2017-11-24,promo,100
2017-11-25,promo,84
2017-11-26,promo,76
2017-11-27,promo,90
2017-11-28,promo,77
2017-11-29,promo,57
2017-11-30,promo,61
2017-12-01,promo,63
2017-12-02,promo,64
2017-12-03,promo,66
2017-12-04,promo,59
2017-12-05,promo,58
2017-12-06,promo,59
2017-12-07,promo,59
2017-12-08,promo,65
2017-12-09,promo,65
2017-12-10,promo,66
2017-12-11,promo,63
2017-12-12,promo,65
2017-12-13,promo,62
2017-12-14,promo,62
2017-12-15,promo,68
2017-12-16,promo,66
2017-12-17,promo,67
2017-12-18,promo,61
2017-12-19,promo,59
2017-12-20,promo,56
2017-12-21,promo,56
2017-12-22,promo,55
2017-12-23,promo,51
2017-12-24,promo,46
2017-12-25,promo,48
2017-12-26,promo,60
2017-12-27,promo,60
2017-12-28,promo,61
2017-12-29,promo,65
2017-12-30,promo,58
2017-12-31,promo,52
2018-01-01,promo,53
2018-01-02,promo,54
2018-01-03,promo,53
2018-01-04,promo,53
2018-01-05,promo,54
2018-01-06,promo,53
2018-01-07,promo,52
2018-01-08,promo,47
2018-01-09,promo,44
2018-01-10,promo,49
2018-01-11,promo,49
2018-01-12,promo,52
2018-01-13,promo,54
2018-01-14,promo,53
2018-01-15,promo,48
2018-01-16,promo,43
2018-01-17,promo,47
2018-01-18,promo,48
2018-01-19,promo,51
2018-01-20,promo,51
2018-01-21,promo,52
2018-01-22,promo,45
2018-01-23,promo,44
2018-01-24,promo,44
2018-01-25,promo,47
2018-01-26,promo,49
2018-01-27,promo,50
2018-01-28,promo,51
2018-01-29,promo,44
2018-01-30,promo,45
2018-01-31,promo,46
2018-02-01,promo,47
2018-02-02,promo,50
2018-02-03,promo,52
2018-02-04,promo,54
2018-02-05,promo,44
2018-02-06,promo,45
2018-02-07,promo,43
2018-02-08,promo,47
2018-02-09,promo,52
2018-02-10,promo,49
2018-02-11,promo,53
2018-02-12,promo,46
2018-02-13,promo,46
2018-02-14,promo,49
2018-02-15,promo,45
2018-02-16,promo,44
2018-02-17,promo,48
2018-02-18,promo,49
2018-02-19,promo,46
2018-02-20,promo,43
2018-02-21,promo,44
2018-02-22,promo,45
2018-02-23,promo,48
2018-02-24,promo,49
2018-02-25,promo,48
2018-02-26,promo,46
2018-02-27,promo,45
2018-02-28,promo,43
2018-03-01,promo,49
2018-03-02,promo,52
2018-03-03,promo,53
2018-03-04,promo,53
2018-03-05,promo,49
2018-03-06,promo,49
2018-03-07,promo,45
2018-03-08,promo,46
2018-03-09,promo,52
2018-03-10,promo,51
2018-03-11,promo,50
2018-03-12,promo,44
2018-03-13,promo,44
2018-03-14,promo,44
2018-03-15,promo,46
2018-03-16,promo,48
2018-03-17,promo,50
2018-03-18,promo,50
2018-03-19,promo,44
2018-03-20,promo,44
2018-03-21,promo,45
2018-03-22,promo,45
2018-03-23,promo,49
2018-03-24,promo,49
2018-03-25,promo,49
2018-03-26,promo,46
2018-03-27,promo,46
2018-03-28,promo,50
2018-03-29,promo,48
2018-03-30,promo,52
2018-03-31,promo,51
2018-04-01,promo,50
2018-04-02,promo,54
2018-04-03,promo,49
2018-04-04,promo,47
2018-04-05,promo,48
2018-04-06,promo,53
2018-04-07,promo,51
2018-04-08,promo,49
2018-04-09,promo,47
2018-04-10,promo,45
2018-04-11,promo,45
2018-04-12,promo,47
2018-04-13,promo,48
2018-04-14,promo,47
2018-04-15,promo,51
2018-04-16,promo,45
2018-04-17,promo,44
2018-04-18,promo,44
2018-04-19,promo,46
2018-04-20,promo,48
2018-04-21,promo,48
2018-04-22,promo,47
2018-04-23,promo,45
2018-04-24,promo,43
2018-04-25,promo,45
2018-04-26,promo,46
2018-04-27,promo,52
2018-04-28,promo,50
2018-04-29,promo,51
2018-04-30,promo,52
2018-05-01,promo,52
2018-05-02,promo,46
2018-05-03,promo,49
2018-05-04,promo,52
2018-05-05,promo,49
2018-05-06,promo,49
2018-05-07,promo,48
2018-05-08,promo,48
2018-05-09,promo,49
2018-05-10,promo,47
2018-05-11,promo,51
2018-05-12,promo,49
2018-05-13,promo,47
2018-05-14,promo,45
2018-05-15,promo,44
2018-05-16,promo,48
2018-05-17,promo,46
2018-05-18,promo,47
2018-05-19,promo,47
2018-05-20,promo,50
2018-05-21,promo,46
2018-05-22,promo,46
2018-05-23,promo,46
2018-05-24,promo,50
2018-05-25,promo,52
2018-05-26,promo,51
2018-05-27,promo,52
2018-05-28,promo,49
2018-05-29,promo,48
2018-05-30,promo,49
2018-05-31,promo,52
2018-06-01,promo,53
2018-06-02,promo,50
2018-06-03,promo,53
2018-06-04,promo,47
2018-06-05,promo,49
2018-06-06,promo,50
2018-06-07,promo,49
2018-06-08,promo,53
2018-06-09,promo,50
2018-06-10,promo,54
2018-06-11,promo,49
2018-06-12,promo,50
2018-06-13,promo,49
2018-06-14,promo,46
2017-11-14,public,75
2017-11-15,public,74
2017-11-16,public,75
2017-11-17,public,71
2017-11-18,public,58
2017-11-19,public,58
2017-11-20,public,72
2017-11-21,public,73
2017-11-22,public,69
2017-11-23,public,60
2017-11-24,public,61
2017-11-25,public,54
2017-11-26,public,56
2017-11-27,public,74
2017-11-28,public,74
2017-11-29,public,74
2017-11-30,public,73
2017-12-01,public,67
2017-12-02,public,55
2017-12-03,public,56
2017-12-04,public,75
2017-12-05,public,76
2017-12-06,public,74
2017-12-07,public,74
2017-12-08,public,68
2017-12-09,public,56
2017-12-10,public,55
2017-12-11,public,72
2017-12-12,public,75
2017-12-13,public,75
2017-12-14,public,77
2017-12-15,public,72
2017-12-16,public,54
2017-12-17,public,57
2017-12-18,public,75
2017-12-19,public,70
2017-12-20,public,70
2017-12-21,public,70
2017-12-22,public,64
2017-12-23,public,52
2017-12-24,public,47
2017-12-25,public,46
2017-12-26,public,62
2017-12-27,public,68
2017-12-28,public,65
2017-12-29,public,64
2017-12-30,public,58
2017-12-31,public,63
2018-01-01,public,64
2018-01-02,public,82
2018-01-03,public,79
2018-01-04,public,100
2018-01-05,public,87
2018-01-06,public,60
2018-01-07,public,63
2018-01-08,public,91
2018-01-09,public,88
2018-01-10,public,78
2018-01-11,public,77
2018-01-12,public,75
2018-01-13,public,58
2018-01-14,public,56
2018-01-15,public,74
2018-01-16,public,79
2018-01-17,public,96
2018-01-18,public,82
2018-01-19,public,73
2018-01-20,public,59
2018-01-21,public,59
2018-01-22,public,78
2018-01-23,public,79
2018-01-24,public,79
2018-01-25,public,78
2018-01-26,public,73
2018-01-27,public,61
2018-01-28,public,56
2018-01-29,public,80
2018-01-30,public,87
2018-01-31,public,77
2018-02-01,public,80
2018-02-02,public,78
2018-02-03,public,59
2018-02-04,public,57
2018-02-05,public,80
2018-02-06,public,81
2018-02-07,public,90
2018-02-08,public,83
2018-02-09,public,71
2018-02-10,public,59
2018-02-11,public,59
2018-02-12,public,80
2018-02-13,public,77
2018-02-14,public,73
2018-02-15,public,73
2018-02-16,public,71
2018-02-17,public,59
2018-02-18,public,60
2018-02-19,public,74
2018-02-20,public,80
2018-02-21,public,78
2018-02-22,public,80
2018-02-23,public,74
2018-02-24,public,61
2018-02-25,public,58
2018-02-26,public,79
2018-02-27,public,78
2018-02-28,public,77
2018-03-01,public,78
2018-03-02,public,79
2018-03-03,public,59
2018-03-04,public,61
2018-03-05,public,82
2018-03-06,public,83
2018-03-07,public,95
2018-03-08,public,87
2018-03-09,public,78
2018-03-10,public,58
2018-03-11,public,62
2018-03-12,public,85
2018-03-13,public,86
2018-03-14,public,76
2018-03-15,public,79
2018-03-16,public,69
2018-03-17,public,58
2018-03-18,public,57
2018-03-19,public,80
2018-03-20,public,90
2018-03-21,public,94
2018-03-22,public,88
2018-03-23,public,73
2018-03-24,public,61
2018-03-25,public,60
2018-03-26,public,80
2018-03-27,public,84
2018-03-28,public,80
2018-03-29,public,82
2018-03-30,public,76
2018-03-31,public,61
2018-04-01,public,60
2018-04-02,public,85
2018-04-03,public,81
2018-04-04,public,77
2018-04-05,public,78
2018-04-06,public,73
2018-04-07,public,58
2018-04-08,public,58
2018-04-09,public,82
2018-04-10,public,81
2018-04-11,public,76
2018-04-12,public,75
2018-04-13,public,72
2018-04-14,public,55
2018-04-15,public,59
2018-04-16,public,79
2018-04-17,public,77
2018-04-18,public,76
2018-04-19,public,76
2018-04-20,public,71
2018-04-21,public,57
2018-04-22,public,57
2018-04-23,public,78
2018-04-24,public,75
2018-04-25,public,76
2018-04-26,public,73
2018-04-27,public,72
2018-04-28,public,57
2018-04-29,public,60
2018-04-30,public,83
2018-05-01,public,78
2018-05-02,public,75
2018-05-03,public,73
2018-05-04,public,72
2018-05-05,public,53
2018-05-06,public,62
2018-05-07,public,79
2018-05-08,public,73
2018-05-09,public,75
2018-05-10,public,71
2018-05-11,public,66
2018-05-12,public,56
2018-05-13,public,52
2018-05-14,public,74
2018-05-15,public,88
2018-05-16,public,83
2018-05-17,public,76
2018-05-18,public,70
2018-05-19,public,60
2018-05-20,public,56
2018-05-21,public,75
2018-05-22,public,78
2018-05-23,public,82
2018-05-24,public,74
2018-05-25,public,71
2018-05-26,public,60
2018-05-27,public,58
2018-05-28,public,69
2018-05-29,public,78
2018-05-30,public,76
2018-05-31,public,77
2018-06-01,public,73
2018-06-02,public,60
2018-06-03,public,61
2018-06-04,public,77
2018-06-05,public,75
2018-06-06,public,77
2018-06-07,public,74
2018-06-08,public,68
2018-06-09,public,59
2018-06-10,public,61
2018-06-11,public,79
2018-06-12,public,74
2018-06-13,public,77
2018-06-14,public,74
2017-11-14,punjabi,57
2017-11-15,punjabi,66
2017-11-16,punjabi,66
2017-11-17,punjabi,66
2017-11-18,punjabi,77
2017-11-19,punjabi,77
2017-11-20,punjabi,62
2017-11-21,punjabi,64
2017-11-22,punjabi,64
2017-11-23,punjabi,68
2017-11-24,punjabi,71
2017-11-25,punjabi,76
2017-11-26,punjabi,75
2017-11-27,punjabi,62
2017-11-28,punjabi,69
2017-11-29,punjabi,64
2017-11-30,punjabi,70
2017-12-01,punjabi,67
2017-12-02,punjabi,76
2017-12-03,punjabi,72
2017-12-04,punjabi,62
2017-12-05,punjabi,62
2017-12-06,punjabi,64
2017-12-07,punjabi,65
2017-12-08,punjabi,72
2017-12-09,punjabi,79
2017-12-10,punjabi,79
2017-12-11,punjabi,66
2017-12-12,punjabi,66
2017-12-13,punjabi,66
2017-12-14,punjabi,70
2017-12-15,punjabi,72
2017-12-16,punjabi,85
2017-12-17,punjabi,82
2017-12-18,punjabi,66
2017-12-19,punjabi,68
2017-12-20,punjabi,71
2017-12-21,punjabi,76
2017-12-22,punjabi,79
2017-12-23,punjabi,84
2017-12-24,punjabi,93
2017-12-25,punjabi,91
2017-12-26,punjabi,80
2017-12-27,punjabi,77
2017-12-28,punjabi,77
2017-12-29,punjabi,85
2017-12-30,punjabi,92
2017-12-31,punjabi,89
2018-01-01,punjabi,82
2018-01-02,punjabi,72
2018-01-03,punjabi,68
2018-01-04,punjabi,67
2018-01-05,punjabi,69
2018-01-06,punjabi,83
2018-01-07,punjabi,79
2018-01-08,punjabi,67
2018-01-09,punjabi,69
2018-01-10,punjabi,67
2018-01-11,punjabi,72
2018-01-12,punjabi,79
2018-01-13,punjabi,82
2018-01-14,punjabi,83
2018-01-15,punjabi,69
2018-01-16,punjabi,66
2018-01-17,punjabi,69
2018-01-18,punjabi,70
2018-01-19,punjabi,73
2018-01-20,punjabi,86
2018-01-21,punjabi,84
2018-01-22,punjabi,66
2018-01-23,punjabi,73
2018-01-24,punjabi,66
2018-01-25,punjabi,68
2018-01-26,punjabi,72
2018-01-27,punjabi,78
2018-01-28,punjabi,77
2018-01-29,punjabi,65
2018-01-30,punjabi,67
2018-01-31,punjabi,66
2018-02-01,punjabi,66
2018-02-02,punjabi,68
2018-02-03,punjabi,77
2018-02-04,punjabi,77
2018-02-05,punjabi,68
2018-02-06,punjabi,68
2018-02-07,punjabi,67
2018-02-08,punjabi,69
2018-02-09,punjabi,69
2018-02-10,punjabi,81
2018-02-11,punjabi,85
2018-02-12,punjabi,69
2018-02-13,punjabi,65
2018-02-14,punjabi,71
2018-02-15,punjabi,67
2018-02-16,punjabi,71
2018-02-17,punjabi,89
2018-02-18,punjabi,81
2018-02-19,punjabi,72
2018-02-20,punjabi,71
2018-02-21,punjabi,73
2018-02-22,punjabi,71
2018-02-23,punjabi,77
2018-02-24,punjabi,85
2018-02-25,punjabi,82
2018-02-26,punjabi,69
2018-02-27,punjabi,72
2018-02-28,punjabi,66
2018-03-01,punjabi,69
2018-03-02,punjabi,76
2018-03-03,punjabi,82
2018-03-04,punjabi,81
2018-03-05,punjabi,69
2018-03-06,punjabi,68
2018-03-07,punjabi,71
2018-03-08,punjabi,66
2018-03-09,punjabi,79
2018-03-10,punjabi,86
2018-03-11,punjabi,84
2018-03-12,punjabi,70
2018-03-13,punjabi,73
2018-03-14,punjabi,74
2018-03-15,punjabi,76
2018-03-16,punjabi,76
2018-03-17,punjabi,91
2018-03-18,punjabi,85
2018-03-19,punjabi,73
2018-03-20,punjabi,72
2018-03-21,punjabi,72
2018-03-22,punjabi,74
2018-03-23,punjabi,82
2018-03-24,punjabi,89
2018-03-25,punjabi,88
2018-03-26,punjabi,72
2018-03-27,punjabi,76
2018-03-28,punjabi,82
2018-03-29,punjabi,84
2018-03-30,punjabi,85
2018-03-31,punjabi,85
2018-04-01,punjabi,80
2018-04-02,punjabi,52
2018-04-03,punjabi,74
2018-04-04,punjabi,73
2018-04-05,punjabi,73
2018-04-06,punjabi,79
2018-04-07,punjabi,83
2018-04-08,punjabi,86
2018-04-09,punjabi,71
2018-04-10,punjabi,72
2018-04-11,punjabi,75
2018-04-12,punjabi,83
2018-04-13,punjabi,80
2018-04-14,punjabi,94
2018-04-15,punjabi,84
2018-04-16,punjabi,70
2018-04-17,punjabi,73
2018-04-18,punjabi,75
2018-04-19,punjabi,76
2018-04-20,punjabi,75
2018-04-21,punjabi,92
2018-04-22,punjabi,92
2018-04-23,punjabi,77
2018-04-24,punjabi,74
2018-04-25,punjabi,75
2018-04-26,punjabi,77
2018-04-27,punjabi,84
2018-04-28,punjabi,92
2018-04-29,punjabi,83
2018-04-30,punjabi,81
2018-05-01,punjabi,81
2018-05-02,punjabi,79
