date,tag,trend_score
2018-02-05,filterco,0
2018-02-06,filterco,0
2018-02-07,filterco,0
2018-02-08,filterco,0
2018-02-09,filterco,0
2018-02-10,filterco,0
2018-02-11,filterco,0
2018-02-12,filterco,0
2018-02-13,filterco,0
2018-02-14,filterco,0
2018-02-15,filterco,0
2018-02-16,filterco,0
2018-02-17,filterco,0
2018-02-18,filterco,0
2018-02-19,filterco,0
2018-02-20,filterco,0
2018-02-21,filterco,0
2018-02-22,filterco,0
2018-02-23,filterco,0
2018-02-24,filterco,0
2018-02-25,filterco,0
2018-02-26,filterco,0
2018-02-27,filterco,0
2018-02-28,filterco,0
2018-03-01,filterco,0
2018-03-02,filterco,0
2018-03-03,filterco,0
2018-03-04,filterco,0
2018-03-05,filterco,0
2018-03-06,filterco,0
2018-03-07,filterco,0
2018-03-08,filterco,0
2018-03-09,filterco,0
2018-03-10,filterco,0
2018-03-11,filterco,0
2018-03-12,filterco,0
2018-03-13,filterco,0
2018-03-14,filterco,0
2018-03-15,filterco,0
2018-03-16,filterco,0
2018-03-17,filterco,0
2018-03-18,filterco,0
2018-03-19,filterco,0
2018-03-20,filterco,0
2018-03-21,filterco,0
2018-03-22,filterco,0
2018-03-23,filterco,0
2018-03-24,filterco,0
2018-03-25,filterco,0
2018-03-26,filterco,0
2018-03-27,filterco,0
2018-03-28,filterco,0
2018-03-29,filterco,0
2018-03-30,filterco,0
2018-03-31,filterco,0
2018-04-01,filterco,0
2018-04-02,filterco,0
2018-04-03,filterco,0
2018-04-04,filterco,0
2018-04-05,filterco,0
2018-04-06,filterco,0
2018-04-07,filterco,0
2018-04-08,filterco,0
2018-04-09,filterco,0
2018-04-10,filterco,0
2018-04-11,filterco,0
2018-04-12,filterco,0
2018-04-13,filterco,0
2018-04-14,filterco,0
2018-04-15,filterco,0
2018-04-16,filterco,0
2018-04-17,filterco,0
2018-04-18,filterco,0
2018-04-19,filterco,0
2018-04-20,filterco,0
2018-04-21,filterco,0
2018-04-22,filterco,0
2018-04-23,filterco,0
2018-04-24,filterco,0
2018-04-25,filterco,0
2018-04-26,filterco,0
2018-04-27,filterco,0
2018-04-28,filterco,0
2018-04-29,filterco,0
2018-04-30,filterco,0
2018-05-01,filterco,0
2018-05-02,filterco,0
2018-05-03,filterco,0
2018-05-04,filterco,0
2018-05-05,filterco,0
2018-05-06,filterco,0
2018-05-07,filterco,0
2018-05-08,filterco,0
2018-05-09,filterco,0
2018-05-10,filterco,0
2018-05-11,filterco,0
2018-05-12,filterco,0
2018-05-13,filterco,0
2018-05-14,filterco,0
2018-05-15,filterco,0
2018-05-16,filterco,100
2018-05-17,filterco,0
2018-05-18,filterco,0
2018-05-19,filterco,0
2018-05-20,filterco,0
2018-05-21,filterco,0
2018-05-22,filterco,0
2018-05-23,filterco,0
2018-05-24,filterco,0
2018-05-25,filterco,0
2018-05-26,filterco,0
2018-05-27,filterco,0
2018-05-28,filterco,0
2018-05-29,filterco,98
2018-05-30,filterco,0
2018-05-31,filterco,0
2018-06-01,filterco,0
2018-06-02,filterco,0
2018-06-03,filterco,0
2018-06-04,filterco,0
2018-06-05,filterco,0
2018-06-06,filterco,0
2018-06-07,filterco,0
2018-06-08,filterco,0
2018-06-09,filterco,0
2018-06-10,filterco,0
2018-06-11,filterco,0
2018-06-12,filterco,0
2018-06-13,filterco,0
2018-06-14,filterco,0
2017-11-14,flowers,31
2017-11-15,flowers,33
2017-11-16,flowers,32
2017-11-17,flowers,30
2017-11-18,flowers,29
2017-11-19,flowers,29
2017-11-20,flowers,30
2017-11-21,flowers,30
2017-11-22,flowers,29
2017-11-23,flowers,25
2017-11-24,flowers,27
2017-11-25,flowers,29
2017-11-26,flowers,29
2017-11-27,flowers,29
2017-11-28,flowers,29
2017-11-29,flowers,29
2017-11-30,flowers,30
2017-12-01,flowers,30
2017-12-02,flowers,29
2017-12-03,flowers,29
2017-12-04,flowers,30
2017-12-05,flowers,30
2017-12-06,flowers,30
2017-12-07,flowers,30
2017-12-08,flowers,30
2017-12-09,flowers,28
2017-12-10,flowers,28
2017-12-11,flowers,29
2017-12-12,flowers,31
2017-12-13,flowers,30
2017-12-14,flowers,30
2017-12-15,flowers,31
2017-12-16,flowers,28
2017-12-17,flowers,29
2017-12-18,flowers,31
2017-12-19,flowers,33
2017-12-20,flowers,32
2017-12-21,flowers,32
2017-12-22,flowers,30
2017-12-23,flowers,29
2017-12-24,flowers,26
2017-12-25,flowers,22
2017-12-26,flowers,24
2017-12-27,flowers,26
2017-12-28,flowers,26
2017-12-29,flowers,27
2017-12-30,flowers,26
2017-12-31,flowers,27
2018-01-01,flowers,27
2018-01-02,flowers,27
2018-01-03,flowers,30
2018-01-04,flowers,29
2018-01-05,flowers,29
2018-01-06,flowers,30
2018-01-07,flowers,29
2018-01-08,flowers,31
2018-01-09,flowers,30
2018-01-10,flowers,30
2018-01-11,flowers,32
2018-01-12,flowers,32
2018-01-13,flowers,31
2018-01-14,flowers,30
2018-01-15,flowers,32
2018-01-16,flowers,30
2018-01-17,flowers,30
2018-01-18,flowers,32
2018-01-19,flowers,30
2018-01-20,flowers,30
2018-01-21,flowers,30
2018-01-22,flowers,31
2018-01-23,flowers,32
2018-01-24,flowers,32
2018-01-25,flowers,32
2018-01-26,flowers,31
2018-01-27,flowers,31
2018-01-28,flowers,30
2018-01-29,flowers,33
2018-01-30,flowers,34
2018-01-31,flowers,34
2018-02-01,flowers,36
2018-02-02,flowers,35
2018-02-03,flowers,35
2018-02-04,flowers,34
2018-02-05,flowers,37
2018-02-06,flowers,43
2018-02-07,flowers,42
2018-02-08,flowers,45
2018-02-09,flowers,43
2018-02-10,flowers,41
2018-02-11,flowers,45
2018-02-12,flowers,61
2018-02-13,flowers,79
2018-02-14,flowers,100
2018-02-15,flowers,43
2018-02-16,flowers,36
2018-02-17,flowers,35
2018-02-18,flowers,33
2018-02-19,flowers,33
2018-02-20,flowers,34
2018-02-21,flowers,36
2018-02-22,flowers,34
2018-02-23,flowers,35
2018-02-24,flowers,35
2018-02-25,flowers,34
2018-02-26,flowers,36
2018-02-27,flowers,35
2018-02-28,flowers,34
2018-03-01,flowers,36
2018-03-02,flowers,36
2018-03-03,flowers,35
2018-03-04,flowers,38
2018-03-05,flowers,40
2018-03-06,flowers,41
2018-03-07,flowers,45
2018-03-08,flowers,49
2018-03-09,flowers,42
2018-03-10,flowers,46
2018-03-11,flowers,41
2018-03-12,flowers,36
2018-03-13,flowers,37
2018-03-14,flowers,34
2018-03-15,flowers,37
2018-03-16,flowers,35
2018-03-17,flowers,34
2018-03-18,flowers,34
2018-03-19,flowers,36
2018-03-20,flowers,39
2018-03-21,flowers,37
2018-03-22,flowers,36
2018-03-23,flowers,37
2018-03-24,flowers,34
2018-03-25,flowers,36
2018-03-26,flowers,37
2018-03-27,flowers,37
2018-03-28,flowers,39
2018-03-29,flowers,37
2018-03-30,flowers,39
2018-03-31,flowers,37
2018-04-01,flowers,37
2018-04-02,flowers,37
2018-04-03,flowers,39
2018-04-04,flowers,39
2018-04-05,flowers,39
2018-04-06,flowers,39
2018-04-07,flowers,39
2018-04-08,flowers,35
2018-04-09,flowers,38
2018-04-10,flowers,38
2018-04-11,flowers,37
2018-04-12,flowers,39
2018-04-13,flowers,41
2018-04-14,flowers,38
2018-04-15,flowers,39
2018-04-16,flowers,37
2018-04-17,flowers,40
2018-04-18,flowers,38
2018-04-19,flowers,39
2018-04-20,flowers,38
2018-04-21,flowers,41
2018-04-22,flowers,42
2018-04-23,flowers,41
2018-04-24,flowers,41
2018-04-25,flowers,42
2018-04-26,flowers,43
2018-04-27,flowers,43
2018-04-28,flowers,44
2018-04-29,flowers,44
2018-04-30,flowers,45
2018-05-01,flowers,47
2018-05-02,flowers,43
2018-05-03,flowers,47
2018-05-04,flowers,47
2018-05-05,flowers,48
2018-05-06,flowers,50
2018-05-07,flowers,56
2018-05-08,flowers,56
2018-05-09,flowers,61
2018-05-10,flowers,71
2018-05-11,flowers,75
2018-05-12,flowers,77
2018-05-13,flowers,74
2018-05-14,flowers,48
2018-05-15,flowers,43
2018-05-16,flowers,40
2018-05-17,flowers,39
2018-05-18,flowers,41
2018-05-19,flowers,42
2018-05-20,flowers,46
2018-05-21,flowers,41
2018-05-22,flowers,40
2018-05-23,flowers,43
2018-05-24,flowers,40
2018-05-25,flowers,40
2018-05-26,flowers,40
2018-05-27,flowers,40
2018-05-28,flowers,38
2018-05-29,flowers,37
2018-05-30,flowers,37
2018-05-31,flowers,38
2018-06-01,flowers,38
2018-06-02,flowers,40
2018-06-03,flowers,41
2018-06-04,flowers,37
2018-06-05,flowers,38
2018-06-06,flowers,36
2018-06-07,flowers,36
2018-06-08,flowers,34
2018-06-09,flowers,38
2018-06-10,flowers,38
2018-06-11,flowers,37
2018-06-12,flowers,37
2018-06-13,flowers,35
2018-06-14,flowers,36
2017-11-14,full,69
2017-11-15,full,67
2017-11-16,full,69
2017-11-17,full,75
2017-11-18,full,85
2017-11-19,full,84
2017-11-20,full,69
2017-11-21,full,68
2017-11-22,full,73
2017-11-23,full,70
2017-11-24,full,79
2017-11-25,full,85
2017-11-26,full,84
2017-11-27,full,70
2017-11-28,full,70
2017-11-29,full,68
2017-11-30,full,71
2017-12-01,full,76
2017-12-02,full,88
2017-12-03,full,87
2017-12-04,full,70
2017-12-05,full,67
2017-12-06,full,71
2017-12-07,full,73
2017-12-08,full,77
2017-12-09,full,84
2017-12-10,full,80
2017-12-11,full,70
2017-12-12,full,68
2017-12-13,full,72
2017-12-14,full,72
2017-12-15,full,76
2017-12-16,full,84
2017-12-17,full,81
2017-12-18,full,72
2017-12-19,full,70
2017-12-20,full,71
2017-12-21,full,74
2017-12-22,full,84
2017-12-23,full,97
2017-12-24,full,96
2017-12-25,full,100
2017-12-26,full,91
2017-12-27,full,86
2017-12-28,full,84
2017-12-29,full,88
2017-12-30,full,94
2017-12-31,full,93
2018-01-01,full,91
2018-01-02,full,81
2018-01-03,full,77
2018-01-04,full,76
2018-01-05,full,78
2018-01-06,full,89
2018-01-07,full,88
2018-01-08,full,75
2018-01-09,full,72
2018-01-10,full,72
2018-01-11,full,74
2018-01-12,full,81
2018-01-13,full,84
2018-01-14,full,85
2018-01-15,full,75
2018-01-16,full,70
2018-01-17,full,70
2018-01-18,full,72
2018-01-19,full,74
2018-01-20,full,88
2018-01-21,full,86
2018-01-22,full,72
2018-01-23,full,73
2018-01-24,full,72
2018-01-25,full,75
2018-01-26,full,79
2018-01-27,full,90
2018-01-28,full,90
2018-01-29,full,76
2018-01-30,full,78
2018-01-31,full,80
2018-02-01,full,74
2018-02-02,full,76
2018-02-03,full,85
2018-02-04,full,84
2018-02-05,full,73
2018-02-06,full,73
2018-02-07,full,71
2018-02-08,full,75
2018-02-09,full,75
2018-02-10,full,86
2018-02-11,full,88
2018-02-12,full,76
2018-02-13,full,69
2018-02-14,full,69
2018-02-15,full,71
2018-02-16,full,78
2018-02-17,full,91
2018-02-18,full,85
2018-02-19,full,75
2018-02-20,full,73
2018-02-21,full,71
2018-02-22,full,73
2018-02-23,full,78
2018-02-24,full,87
2018-02-25,full,83
2018-02-26,full,71
2018-02-27,full,75
2018-02-28,full,71
2018-03-01,full,77
2018-03-02,full,80
2018-03-03,full,89
2018-03-04,full,86
2018-03-05,full,72
2018-03-06,full,73
2018-03-07,full,72
2018-03-08,full,73
2018-03-09,full,75
2018-03-10,full,89
2018-03-11,full,84
2018-03-12,full,73
2018-03-13,full,72
2018-03-14,full,72
2018-03-15,full,75
2018-03-16,full,76
2018-03-17,full,89
2018-03-18,full,81
2018-03-19,full,71
2018-03-20,full,73
2018-03-21,full,74
2018-03-22,full,75
2018-03-23,full,78
2018-03-24,full,93
2018-03-25,full,89
2018-03-26,full,75
2018-03-27,full,76
2018-03-28,full,81
2018-03-29,full,86
2018-03-30,full,93
2018-03-31,full,98
2018-04-01,full,95
2018-04-02,full,82
2018-04-03,full,77
2018-04-04,full,77
2018-04-05,full,79
2018-04-06,full,79
2018-04-07,full,88
2018-04-08,full,84
2018-04-09,full,75
2018-04-10,full,71
2018-04-11,full,72
2018-04-12,full,71
2018-04-13,full,76
2018-04-14,full,85
2018-04-15,full,89
2018-04-16,full,76
2018-04-17,full,75
2018-04-18,full,71
2018-04-19,full,76
2018-04-20,full,74
2018-04-21,full,87
2018-04-22,full,90
2018-04-23,full,73
2018-04-24,full,73
2018-04-25,full,71
2018-04-26,full,72
2018-04-27,full,82
2018-04-28,full,92
2018-04-29,full,95
2018-04-30,full,88
2018-05-01,full,81
2018-05-02,full,73
2018-05-03,full,76
2018-05-04,full,79
2018-05-05,full,87
2018-05-06,full,89
2018-05-07,full,73
2018-05-08,full,75
2018-05-09,full,74
2018-05-10,full,74
2018-05-11,full,77
2018-05-12,full,86
2018-05-13,full,81
2018-05-14,full,74
2018-05-15,full,75
2018-05-16,full,70
2018-05-17,full,73
2018-05-18,full,75
2018-05-19,full,87
2018-05-20,full,86
2018-05-21,full,73
2018-05-22,full,74
2018-05-23,full,75
2018-05-24,full,78
2018-05-25,full,81
2018-05-26,full,92
2018-05-27,full,88
2018-05-28,full,83
2018-05-29,full,80
2018-05-30,full,78
2018-05-31,full,77
2018-06-01,full,76
2018-06-02,full,92
2018-06-03,full,86
2018-06-04,full,73
2018-06-05,full,75
2018-06-06,full,73
2018-06-07,full,75
2018-06-08,full,79
2018-06-09,full,88
2018-06-10,full,89
2018-06-11,full,77
2018-06-12,full,75
2018-06-13,full,78
2018-06-14,full,76
2017-11-14,funny,68
2017-11-15,funny,68
2017-11-16,funny,68
2017-11-17,funny,66
2017-11-18,funny,65
2017-11-19,funny,65
2017-11-20,funny,62
2017-11-21,funny,64
2017-11-22,funny,66
2017-11-23,funny,80
2017-11-24,funny,61
2017-11-25,funny,65
2017-11-26,funny,66
2017-11-27,funny,61
2017-11-28,funny,63
2017-11-29,funny,65
2017-11-30,funny,68
2017-12-01,funny,71
2017-12-02,funny,64
2017-12-03,funny,68
2017-12-04,funny,63
2017-12-05,funny,67
2017-12-06,funny,67
2017-12-07,funny,68
2017-12-08,funny,72
2017-12-09,funny,67
2017-12-10,funny,68
2017-12-11,funny,64
2017-12-12,funny,70
2017-12-13,funny,68
2017-12-14,funny,72
2017-12-15,funny,69
2017-12-16,funny,66
2017-12-17,funny,66
2017-12-18,funny,63
2017-12-19,funny,67
2017-12-20,funny,70
2017-12-21,funny,70
2017-12-22,funny,70
2017-12-23,funny,69
2017-12-24,funny,83
2017-12-25,funny,87
2017-12-26,funny,61
2017-12-27,funny,61
2017-12-28,funny,59
2017-12-29,funny,64
2017-12-30,funny,67
2017-12-31,funny,83
2018-01-01,funny,74
2018-01-02,funny,54
2018-01-03,funny,58
2018-01-04,funny,57
2018-01-05,funny,60
2018-01-06,funny,60
2018-01-07,funny,63
2018-01-08,funny,56
2018-01-09,funny,64
2018-01-10,funny,59
2018-01-11,funny,62
2018-01-12,funny,68
2018-01-13,funny,61
2018-01-14,funny,60
2018-01-15,funny,58
2018-01-16,funny,57
2018-01-17,funny,58
2018-01-18,funny,60
2018-01-19,funny,62
2018-01-20,funny,61
2018-01-21,funny,62
2018-01-22,funny,56
2018-01-23,funny,56
2018-01-24,funny,60
2018-01-25,funny,63
2018-01-26,funny,63
2018-01-27,funny,60
2018-01-28,funny,60
2018-01-29,funny,54
2018-01-30,funny,61
2018-01-31,funny,62
2018-02-01,funny,62
2018-02-02,funny,63
2018-02-03,funny,59
2018-02-04,funny,59
2018-02-05,funny,60
2018-02-06,funny,61
2018-02-07,funny,62
2018-02-08,funny,65
2018-02-09,funny,62
2018-02-10,funny,62
2018-02-11,funny,65
2018-02-12,funny,66
2018-02-13,funny,69
2018-02-14,funny,100
2018-02-15,funny,63
2018-02-16,funny,64
2018-02-17,funny,61
2018-02-18,funny,58
2018-02-19,funny,58
2018-02-20,funny,55
2018-02-21,funny,58
2018-02-22,funny,60
2018-02-23,funny,66
2018-02-24,funny,60
2018-02-25,funny,58
2018-02-26,funny,58
2018-02-27,funny,60
2018-02-28,funny,58
2018-03-01,funny,64
2018-03-02,funny,66
2018-03-03,funny,61
2018-03-04,funny,58
2018-03-05,funny,54
2018-03-06,funny,57
2018-03-07,funny,63
2018-03-08,funny,62
2018-03-09,funny,65
2018-03-10,funny,61
2018-03-11,funny,64
2018-03-12,funny,58
2018-03-13,funny,60
2018-03-14,funny,61
2018-03-15,funny,57
2018-03-16,funny,61
2018-03-17,funny,65
2018-03-18,funny,61
2018-03-19,funny,58
2018-03-20,funny,61
2018-03-21,funny,62
2018-03-22,funny,60
2018-03-23,funny,64
2018-03-24,funny,61
2018-03-25,funny,57
2018-03-26,funny,56
2018-03-27,funny,62
2018-03-28,funny,64
2018-03-29,funny,65
2018-03-30,funny,64
2018-03-31,funny,64
2018-04-01,funny,78
2018-04-02,funny,55
2018-04-03,funny,58
2018-04-04,funny,57
2018-04-05,funny,61
2018-04-06,funny,63
2018-04-07,funny,60
2018-04-08,funny,58
2018-04-09,funny,56
2018-04-10,funny,63
2018-04-11,funny,58
2018-04-12,funny,60
2018-04-13,funny,63
2018-04-14,funny,58
2018-04-15,funny,59
2018-04-16,funny,55
2018-04-17,funny,60
2018-04-18,funny,58
2018-04-19,funny,61
2018-04-20,funny,63
2018-04-21,funny,57
2018-04-22,funny,57
2018-04-23,funny,56
2018-04-24,funny,57
2018-04-25,funny,60
2018-04-26,funny,59
2018-04-27,funny,63
2018-04-28,funny,58
2018-04-29,funny,55
2018-04-30,funny,60
2018-05-01,funny,61
2018-05-02,funny,59
2018-05-03,funny,61
2018-05-04,funny,62
2018-05-05,funny,57
2018-05-06,funny,58
2018-05-07,funny,57
2018-05-08,funny,59
2018-05-09,funny,60
2018-05-10,funny,61
2018-05-11,funny,63
2018-05-12,funny,60
2018-05-13,funny,71
2018-05-14,funny,57
2018-05-15,funny,64
2018-05-16,funny,59
2018-05-17,funny,60
2018-05-18,funny,61
2018-05-19,funny,55
2018-05-20,funny,56
2018-05-21,funny,59
2018-05-22,funny,60
2018-05-23,funny,60
2018-05-24,funny,59
2018-05-25,funny,61
2018-05-26,funny,60
2018-05-27,funny,60
2018-05-28,funny,52
2018-05-29,funny,56
2018-05-30,funny,60
2018-05-31,funny,61
2018-06-01,funny,63
2018-06-02,funny,60
2018-06-03,funny,60
2018-06-04,funny,57
2018-06-05,funny,60
2018-06-06,funny,57
2018-06-07,funny,59
2018-06-08,funny,61
2018-06-09,funny,59
2018-06-10,funny,62
2018-06-11,funny,55
2018-06-12,funny,56
2018-06-13,funny,61
2018-06-14,funny,56
2017-11-14,girl,81
2017-11-15,girl,80
2017-11-16,girl,79
2017-11-17,girl,86
2017-11-18,girl,97
2017-11-19,girl,99
2017-11-20,girl,78
2017-11-21,girl,79
2017-11-22,girl,83
2017-11-23,girl,81
2017-11-24,girl,81
2017-11-25,girl,96
2017-11-26,girl,98
2017-11-27,girl,76
2017-11-28,girl,82
2017-11-29,girl,80
2017-11-30,girl,79
2017-12-01,girl,85
2017-12-02,girl,94
2017-12-03,girl,95
2017-12-04,girl,77
2017-12-05,girl,83
2017-12-06,girl,84
2017-12-07,girl,78
2017-12-08,girl,84
2017-12-09,girl,93
2017-12-10,girl,94
2017-12-11,girl,81
2017-12-12,girl,80
2017-12-13,girl,80
2017-12-14,girl,79
2017-12-15,girl,82
2017-12-16,girl,96
2017-12-17,girl,93
2017-12-18,girl,82
2017-12-19,girl,79
2017-12-20,girl,82
2017-12-21,girl,84
2017-12-22,girl,87
2017-12-23,girl,94
2017-12-24,girl,96
2017-12-25,girl,90
2017-12-26,girl,90
2017-12-27,girl,89
2017-12-28,girl,91
2017-12-29,girl,93
2017-12-30,girl,98
2017-12-31,girl,92
2018-01-01,girl,96
2018-01-02,girl,92
2018-01-03,girl,84
2018-01-04,girl,83
2018-01-05,girl,85
2018-01-06,girl,94
2018-01-07,girl,94
2018-01-08,girl,80
2018-01-09,girl,80
2018-01-10,girl,79
2018-01-11,girl,83
2018-01-12,girl,86
2018-01-13,girl,99
2018-01-14,girl,94
2018-01-15,girl,84
2018-01-16,girl,82
2018-01-17,girl,80
2018-01-18,girl,84
2018-01-19,girl,89
2018-01-20,girl,99
2018-01-21,girl,98
2018-01-22,girl,79
2018-01-23,girl,80
2018-01-24,girl,86
2018-01-25,girl,84
2018-01-26,girl,88
2018-01-27,girl,96
2018-01-28,girl,97
2018-01-29,girl,84
2018-01-30,girl,80
2018-01-31,girl,78
2018-02-01,girl,82
2018-02-02,girl,82
2018-02-03,girl,99
2018-02-04,girl,98
2018-02-05,girl,84
2018-02-06,girl,83
2018-02-07,girl,84
2018-02-08,girl,89
2018-02-09,girl,80
2018-02-10,girl,94
2018-02-11,girl,100
2018-02-12,girl,85
2018-02-13,girl,79
2018-02-14,girl,78
2018-02-15,girl,76
2018-02-16,girl,92
2018-02-17,girl,95
2018-02-18,girl,97
2018-02-19,girl,82
2018-02-20,girl,80
2018-02-21,girl,79
2018-02-22,girl,79
2018-02-23,girl,82
2018-02-24,girl,96
2018-02-25,girl,91
2018-02-26,girl,77
2018-02-27,girl,78
2018-02-28,girl,75
2018-03-01,girl,79
2018-03-02,girl,81
2018-03-03,girl,94
2018-03-04,girl,100
2018-03-05,girl,80
2018-03-06,girl,83
2018-03-07,girl,80
2018-03-08,girl,83
2018-03-09,girl,87
2018-03-10,girl,95
2018-03-11,girl,93
2018-03-12,girl,80
2018-03-13,girl,81
2018-03-14,girl,80
2018-03-15,girl,78
2018-03-16,girl,81
2018-03-17,girl,94
2018-03-18,girl,91
2018-03-19,girl,80
2018-03-20,girl,78
2018-03-21,girl,81
2018-03-22,girl,81
2018-03-23,girl,83
2018-03-24,girl,96
2018-03-25,girl,99
2018-03-26,girl,82
2018-03-27,girl,82
2018-03-28,girl,85
2018-03-29,girl,86
2018-03-30,girl,91
2018-03-31,girl,90
2018-04-01,girl,95
2018-04-02,girl,87
2018-04-03,girl,84
2018-04-04,girl,80
2018-04-05,girl,80
2018-04-06,girl,83
2018-04-07,girl,93
2018-04-08,girl,92
2018-04-09,girl,81
2018-04-10,girl,85
2018-04-11,girl,84
2018-04-12,girl,79
2018-04-13,girl,83
2018-04-14,girl,97
2018-04-15,girl,98
2018-04-16,girl,79
2018-04-17,girl,79
2018-04-18,girl,82
2018-04-19,girl,77
2018-04-20,girl,83
2018-04-21,girl,95
2018-04-22,girl,91
2018-04-23,girl,80
2018-04-24,girl,77
2018-04-25,girl,77
2018-04-26,girl,79
2018-04-27,girl,78
2018-04-28,girl,93
2018-04-29,girl,91
2018-04-30,girl,84
2018-05-01,girl,83
2018-05-02,girl,79
2018-05-03,girl,83
2018-05-04,girl,81
2018-05-05,girl,90
2018-05-06,girl,94
2018-05-07,girl,78
2018-05-08,girl,77
2018-05-09,girl,80
2018-05-10,girl,82
2018-05-11,girl,83
2018-05-12,girl,92
2018-05-13,girl,86
2018-05-14,girl,77
2018-05-15,girl,77
2018-05-16,girl,81
2018-05-17,girl,73
2018-05-18,girl,77
2018-05-19,girl,88
2018-05-20,girl,89
2018-05-21,girl,80
2018-05-22,girl,77
2018-05-23,girl,77
2018-05-24,girl,78
2018-05-25,girl,80
2018-05-26,girl,89
2018-05-27,girl,89
2018-05-28,girl,83
2018-05-29,girl,79
2018-05-30,girl,74
2018-05-31,girl,85
2018-06-01,girl,83
2018-06-02,girl,93
2018-06-03,girl,90
2018-06-04,girl,76
2018-06-05,girl,79
2018-06-06,girl,78
2018-06-07,girl,81
2018-06-08,girl,84
2018-06-09,girl,94
2018-06-10,girl,96
2018-06-11,girl,79
2018-06-12,girl,84
2018-06-13,girl,80
2018-06-14,girl,85
2017-11-14,gulati,62
2017-11-15,gulati,75
2017-11-16,gulati,67
2017-11-17,gulati,64
2017-11-18,gulati,70
2017-11-19,gulati,59
2017-11-20,gulati,57
2017-11-21,gulati,68
2017-11-22,gulati,58
2017-11-23,gulati,61
2017-11-24,gulati,73
2017-11-25,gulati,87
2017-11-26,gulati,68
2017-11-27,gulati,65
2017-11-28,gulati,76
2017-11-29,gulati,72
2017-11-30,gulati,90
2017-12-01,gulati,72
2017-12-02,gulati,68
2017-12-03,gulati,79
2017-12-04,gulati,80
2017-12-05,gulati,91
2017-12-06,gulati,84
2017-12-07,gulati,80
2017-12-08,gulati,96
2017-12-09,gulati,86
2017-12-10,gulati,86
2017-12-11,gulati,77
2017-12-12,gulati,71
2017-12-13,gulati,68
2017-12-14,gulati,65
2017-12-15,gulati,75
2017-12-16,gulati,73
2017-12-17,gulati,78
2017-12-18,gulati,72
2017-12-19,gulati,66
2017-12-20,gulati,74
2017-12-21,gulati,81
2017-12-22,gulati,70
2017-12-23,gulati,72
2017-12-24,gulati,72
2017-12-25,gulati,78
2017-12-26,gulati,74
2017-12-27,gulati,69
2017-12-28,gulati,73
2017-12-29,gulati,70
2017-12-30,gulati,67
2017-12-31,gulati,62
2018-01-01,gulati,65
2018-01-02,gulati,62
2018-01-03,gulati,68
2018-01-04,gulati,66
2018-01-05,gulati,70
2018-01-06,gulati,69
2018-01-07,gulati,76
2018-01-08,gulati,65
2018-01-09,gulati,74
2018-01-10,gulati,67
2018-01-11,gulati,83
2018-01-12,gulati,99
2018-01-13,gulati,100
2018-01-14,gulati,100
2018-01-15,gulati,88
2018-01-16,gulati,80
2018-01-17,gulati,73
2018-01-18,gulati,86
2018-01-19,gulati,99
2018-01-20,gulati,93
2018-01-21,gulati,73
2018-01-22,gulati,73
2018-01-23,gulati,73
2018-01-24,gulati,65
2018-01-25,gulati,59
2018-01-26,gulati,76
2018-01-27,gulati,71
2018-01-28,gulati,65
2018-01-29,gulati,70
2018-01-30,gulati,68
2018-01-31,gulati,66
2018-02-01,gulati,58
2018-02-02,gulati,73
2018-02-03,gulati,67
2018-02-04,gulati,70
2018-02-05,gulati,65
2018-02-06,gulati,76
2018-02-07,gulati,74
2018-02-08,gulati,74
2018-02-09,gulati,63
2018-02-10,gulati,86
2018-02-11,gulati,71
2018-02-12,gulati,63
2018-02-13,gulati,65
2018-02-14,gulati,55
2018-02-15,gulati,53
2018-02-16,gulati,63
2018-02-17,gulati,66
2018-02-18,gulati,67
2018-02-19,gulati,61
2018-02-20,gulati,63
2018-02-21,gulati,50
2018-02-22,gulati,56
2018-02-23,gulati,60
2018-02-24,gulati,63
2018-02-25,gulati,63
2018-02-26,gulati,61
2018-02-27,gulati,66
2018-02-28,gulati,46
2018-03-01,gulati,56
2018-03-02,gulati,61
2018-03-03,gulati,66
2018-03-04,gulati,65
2018-03-05,gulati,56
2018-03-06,gulati,55
2018-03-07,gulati,71
2018-03-08,gulati,60
2018-03-09,gulati,62
2018-03-10,gulati,75
2018-03-11,gulati,61
2018-03-12,gulati,49
2018-03-13,gulati,53
2018-03-14,gulati,68
2018-03-15,gulati,61
2018-03-16,gulati,57
2018-03-17,gulati,91
2018-03-18,gulati,67
2018-03-19,gulati,71
2018-03-20,gulati,64
2018-03-21,gulati,65
2018-03-22,gulati,67
2018-03-23,gulati,73
2018-03-24,gulati,66
2018-03-25,gulati,93
2018-03-26,gulati,63
2018-03-27,gulati,69
2018-03-28,gulati,66
2018-03-29,gulati,67
2018-03-30,gulati,74
2018-03-31,gulati,65
2018-04-01,gulati,71
2018-04-02,gulati,72
2018-04-03,gulati,65
2018-04-04,gulati,65
2018-04-05,gulati,57
2018-04-06,gulati,64
2018-04-07,gulati,77
2018-04-08,gulati,64
2018-04-09,gulati,62
2018-04-10,gulati,62
2018-04-11,gulati,68
2018-04-12,gulati,55
2018-04-13,gulati,61
2018-04-14,gulati,61
2018-04-15,gulati,64
2018-04-16,gulati,61
2018-04-17,gulati,58
2018-04-18,gulati,71
2018-04-19,gulati,66
2018-04-20,gulati,65
2018-04-21,gulati,76
